Word,Count_success,Count_failure,Prob_success,Prob_failure,Diff
r,1337,1040,0.0033964699068193597,0.0018372448393735702,0.0015592250674457894
decode,613,0,0.0015572446169635507,0.0,0.0015572446169635507
encrypted,97,1015,0.00024641554297791913,0.0017930802999655516,0.0015466647569876324
f,0,874,0.0,0.0015439922977043272,0.0015439922977043272
implementation,0,873,0.0,0.0015422257161280064,0.0015422257161280064
like,604,0,0.001534381319161476,0.0,0.001534381319161476
python,812,300,0.002062777535031653,0.0005299744728962222,0.001532803062135431
diffecient,0,863,0.0,0.0015245599003647992,0.0015245599003647992
execute,138,1056,0.0003505705662984829,0.001865510144594702,0.0015149395782962192
secret,84,972,0.00021339077948603305,0.0017171172921837598,0.0015037265126977267
l,589,0,0.0014962758228246843,0.0,0.0014962758228246843
need,362,1365,0.0009196126449279044,0.0024113838516778108,0.0014917712067499065
sandbox,583,0,0.0014810336242899677,0.0,0.0014810336242899677
content,84,950,0.00021339077948603305,0.0016782524975047035,0.0014648617180186706
missing,575,0,0.0014607106929103455,0.0,0.0014607106929103455
used,775,292,0.0019687839774009002,0.0005158418202856562,0.001452942157115244
json,0,822,0.0,0.0014521300557356488,0.0014521300557356488
code,1065,2344,0.0027054902399122048,0.004140867214895816,0.0014353769749836111
connection,0,809,0.0,0.0014291644952434792,0.0014291644952434792
ls,1350,1137,0.0034294946703112457,0.002008603252276682,0.0014208914180345636
about,172,1045,0.0004369430246618772,0.001846077747255174,0.0014091347225932967
due,229,1120,0.0005817439107416854,0.0019785713654792295,0.001396827454737544
pickle,549,0,0.0013946611659265732,0.0,0.0013946611659265732
format,665,168,0.001689343670931095,0.00029678570482188444,0.0013925579661092106
rsa,547,0,0.0013895804330816676,0.0,0.0013895804330816676
by,770,322,0.0019560821452886366,0.0005688392675752785,0.001387242877713358
received,0,784,0.0,0.0013849999558354605,0.0013849999558354605
method,99,920,0.0002514962758228247,0.0016252550502150814,0.0013737587743922566
chal,0,772,0.0,0.0013638009769196117,0.0013638009769196117
input,933,2110,0.0023701618721484385,0.0037274871260367624,0.001357325253888324
binwalk,534,0,0.0013565556695897816,0.0,0.0013565556695897816
current,658,180,0.0016715611059739256,0.0003179846837377333,0.0013535764222361922
socket,531,0,0.0013489345703224234,0.0,0.0013489345703224234
binary,218,1076,0.0005537998800947049,0.001900841776121117,0.0013470418960264121
access,619,130,0.0015724868154982675,0.00022965560492169628,0.0013428312105765712
values,528,0,0.001341313471055065,0.0,0.001341313471055065
input,933,583,0.0023701618721484385,0.0010299170589949918,0.0013402448131534467
class,0,758,0.0,0.0013390688348511213,0.0013390688348511213
top,0,750,0.0,0.0013249361822405554,0.0013249361822405554
ld,519,0,0.00131845017325299,0.0,0.00131845017325299
clues,1163,927,0.002954446149312577,0.0016376211212493265,0.0013168250280632505
encryption,688,247,0.0017477720986475089,0.0004363456493512229,0.001311426449296286
p,1060,790,0.002692788407799941,0.001395599445293385,0.0012971889625065561
key,135,928,0.00034294946703112455,0.0016393877028256473,0.0012964382357945228
application,1064,2259,0.002702949873489752,0.003990707780908553,0.0012877579074188007
t,676,249,0.0017172877015780756,0.0004398788125038644,0.0012774088890742112
string,657,223,0.0016690207395514728,0.00039394769151952514,0.0012750730480319476
need,879,546,0.002232982085335989,0.0009645535406711243,0.0012684285446648645
exploit,1145,2363,0.002908719553708427,0.00417443226484591,0.0012657127111374827
hidden,498,0,0.0012651024783814817,0.0,0.0012651024783814817
analysis,497,0,0.001262562111959029,0.0,0.001262562111959029
encoded,494,0,0.0012549410126916707,0.0,0.0012549410126916707
search,492,0,0.0012498602798467651,0.0,0.0012498602798467651
html,1036,789,0.0026318196136610743,0.0013938328637170642,0.00123798674994401
b,1032,784,0.0026216581479712635,0.0013849999558354605,0.001236658192135803
host,840,1899,0.0021339077948603308,0.0033547384134330863,0.0012208306185727555
eof,790,1811,0.002006889473737692,0.003199279234716861,0.0011923897609791693
d,1229,1093,0.00312211033319446,0.0019308736629185695,0.0011912366702758904
analyze,2843,3416,0.007222261739033238,0.00603464266471165,0.001187619074321588
b,81,784,0.00020576968021867475,0.0013849999558354605,0.0011792302756167858
provided,680,314,0.0017274491672678866,0.0005547066149647125,0.0011727425523031742
current,176,916,0.0004471044903516883,0.0016181887239097984,0.00117108423355811
commands,455,0,0.0011558667222160124,0.0,0.0011558667222160124
string,161,884,0.0004089989940148967,0.0015616581134675347,0.001152659119452638
command,4802,6261,0.012198839560618223,0.011060567249344157,0.0011382723112740665
web,594,212,0.001508977654936948,0.000374515294179997,0.0011344623607569511
module,99,781,0.0002514962758228247,0.0013797002111064984,0.0011282039352836738
format,123,811,0.0003124650699616913,0.0014326976583961205,0.0011202325884344293
p,110,790,0.0002794403064698052,0.001395599445293385,0.0011161591388235798
list,97,771,0.00024641554297791913,0.001362034395343291,0.0011156188523653717
file,1511,1543,0.0038384936643261424,0.0027258353722629026,0.0011126582920632398
target,1019,2094,0.0025886333844793775,0.0036992218208156307,0.0011105884363362532
extract,1348,1314,0.00342441393746634,0.002321288191285453,0.001103125746180887
created,502,106,0.001275263944071293,0.0001872576470899985,0.0010880062969812945
again,495,107,0.0012574813791141235,0.00018902422866631924,0.0010684571504478043
strings,151,819,0.000383595329790369,0.0014468303110066864,0.0010632349812163175
identify,1853,3266,0.004707298980804991,0.005769655428263539,0.0010623564474585472
using,2011,2291,0.005108676875552529,0.004047238391350816,0.001061438484201713
based,497,119,0.001262562111959029,0.0002102232075821681,0.0010523389043768608
since,493,122,0.001252400646269218,0.00021552295231113034,0.0010368776939580875
t,676,1555,0.0017172877015780756,0.0027470343511787516,0.001029746649600676
functionality,465,1247,0.0011812703864405403,0.0022029272256719637,0.0010216568392314234
service,1119,2185,0.002842670026724655,0.003859980744260818,0.0010173107175361633
potential,2084,3569,0.005294123624391582,0.006304929645888723,0.0010108060214971404
nc,780,1692,0.0019814858095131642,0.002989056027134693,0.0010075702176215286
more,475,122,0.0012066740506650679,0.00021552295231113034,0.0009911510983539374
get,1211,1182,0.00307638373759031,0.0020880994232111154,0.0009882843143791944
based,497,1269,0.001262562111959029,0.0022417920203510197,0.0009792299083919908
html,172,789,0.0004369430246618772,0.0013938328637170642,0.000956889839055187
attempted,2216,2650,0.005629451992155348,0.004681441177249963,0.0009480108149053854
binary,1120,1076,0.0028452103931471077,0.001900841776121117,0.0009443686170259907
function,635,387,0.0016131326782575118,0.0006836670700361266,0.0009294656082213851
curl,1512,1653,0.003841034030748595,0.0029201593456581842,0.000920874685090411
method,455,156,0.0011558667222160124,0.0002755867259060355,0.0008802799963099769
server,565,324,0.0014353070286858176,0.0005723724307279199,0.0008629345979578977
examined,627,1372,0.0015928097468778898,0.002423749922712056,0.0008309401758341661
use,2098,2565,0.0053296887543059215,0.0045312817432626995,0.000798407011043222
import,916,1766,0.0023269756429667417,0.003119783063782428,0.0007928074208156861
capture,2161,2663,0.0054897318389204456,0.004704406737742132,0.0007853251011783139
content,964,950,0.0024489132312444746,0.0016782524975047035,0.000770660733739771
message,311,880,0.0007900539573828129,0.0015545917871622517,0.0007645378297794389
grep,977,1835,0.0024819379947363606,0.003241677192548559,0.0007597391978121982
port,775,1537,0.0019687839774009002,0.0027152358828049783,0.0007464519054040781
response,519,326,0.00131845017325299,0.0005759055938805614,0.0007425445793724285
provided,680,1352,0.0017274491672678866,0.0023884182911856414,0.0006609691239177547
e,835,827,0.0021212059627480667,0.0014609629636172525,0.0006602429991308142
script,508,1098,0.0012905061426060095,0.0019397065708001732,0.0006492004281941637
progress,1561,2612,0.003965511985448781,0.0046143110773497744,0.0006487990919009931
chall,0,367,0.0,0.0006483354385097118,0.0006483354385097118
txt,337,130,0.000856103484366585,0.00022965560492169628,0.0006264478794448887
run,902,1626,0.002291410513052403,0.002872461643097524,0.0005810511300451213
found,1977,2515,0.005022304417189136,0.004442952664446663,0.000579351752742473
ping,834,1522,0.002118665596325614,0.0026887371591601673,0.0005700715628345534
nmap,518,1064,0.0013159098068305371,0.0018796427972052679,0.0005637329903747307
contains,494,395,0.0012549410126916707,0.0006977997226466925,0.0005571412900449782
install,733,744,0.0018620885876578838,0.0013143366927826309,0.0005477518948752529
type,1030,1178,0.002616577415126358,0.0020810330969058322,0.0005355443182205257
executable,333,181,0.0008459420186767739,0.00031975126531405405,0.0005261907533627198
directory,2072,2697,0.005263639227322149,0.004764470511337038,0.000499168715985111
py,402,857,0.0010212273018260153,0.0015139604109068747,0.0004927331090808593
attempt,1156,1388,0.0029366635843554073,0.002452015227933188,0.0004846483564222193
was,398,841,0.0010110658361362043,0.001485695105685743,0.00047462926954953857
post,492,974,0.0012498602798467651,0.0017206504553364014,0.0004707901754896363
method,455,920,0.0011558667222160124,0.0016252550502150814,0.00046938832799906893
purpose,459,925,0.0011660281879058234,0.001634087958096685,0.00046805977019086166
created,502,986,0.001275263944071293,0.0017418494342522502,0.0004665854901809573
we,2710,3634,0.006884393004847019,0.006419757448349571,0.0004646355564974485
key,825,928,0.002095802298523539,0.0016393877028256473,0.0004564145956978919
access,619,1143,0.0015724868154982675,0.0020192027417346064,0.0004467159262363388
examine,1089,1314,0.0027664590340510716,0.002321288191285453,0.0004451708427656185
gather,471,923,0.0011965125849752569,0.0016305547949440435,0.00043404220996878665
out,1005,1689,0.0025530682545650387,0.002983756282405731,0.00043068802784069224
flag,5474,8114,0.013905965796506489,0.014334042910266489,0.00042807711376000035
decrypt,1208,1979,0.003068762638322952,0.0034960649395387455,0.0004273023012157937
due,946,1120,0.002403186635640325,0.0019785713654792295,0.00042461527016109547
packed,167,0,0.00042424119254961336,0.0,0.00042424119254961336
challenge,89,367,0.00022609261159829694,0.0006483354385097118,0.00042224282691141486
look,733,816,0.0018620885876578838,0.0014415305662777243,0.0004205580213801595
api,161,0,0.0004089989940148967,0.0,0.0004089989940148967
output,454,431,0.0011533263557935596,0.0007613966593942392,0.00039192969639932043
suggests,581,618,0.001475952891445062,0.0010917474141662177,0.00038420547727884436
sh,846,1002,0.002149149993395047,0.001770114739473382,0.00037903525392166517
text,145,0,0.0003683531312556523,0.0,0.0003683531312556523
used,775,1311,0.0019687839774009002,0.0023159884465564907,0.0003472044691555905
linux,132,0,0.00033532836776376624,0.0,0.00033532836776376624
files,339,298,0.0008611842172114906,0.0005264413097435807,0.0003347429074679099
these,131,0,0.0003327880013413135,0.0,0.0003327880013413135
private,0,188,0.0,0.00033211733634829925,0.00033211733634829925
values,130,0,0.0003302476349188607,0.0,0.0003302476349188607
try,1458,1911,0.0037038542439361455,0.0033759373923489353,0.0003279168515872102
tools,618,1074,0.0015699464490758147,0.0018973086129684754,0.0003273621638926606
value,0,183,0.0,0.0003232844284666955,0.0003232844284666955
observation,979,1226,0.002487018727581266,0.002165829012569228,0.00032118971501203823
valid,0,177,0.0,0.00031268493900877105,0.00031268493900877105
class,0,176,0.0,0.0003109183574324503,0.0003109183574324503
command,1064,1359,0.002702949873489752,0.0024007843622198865,0.0003021655112698655
by,770,1275,0.0019560821452886366,0.002252391509808944,0.0002963093645203074
information,1752,2352,0.004450721972137261,0.004154999867506382,0.0002957221046308786
encrypt,0,158,0.0,0.00027911988905867703,0.00027911988905867703
s,2540,3495,0.006452530713030047,0.0061742026092409885,0.0002783281037890585
generator,0,157,0.0,0.00027735330748235624,0.00027735330748235624
source,210,145,0.0005334769487150827,0.00025615432856650736,0.0002773226201485753
commands,108,0,0.00027435957362489965,0.0,0.00027435957362489965
rpgo,0,154,0.0,0.00027205356275339403,0.00027205356275339403
endpoint,107,0,0.0002718192072024469,0.0,0.0002718192072024469
delulu,106,0,0.0002692788407799941,0.0,0.0002692788407799941
polynomial,0,152,0.0,0.00026852039960075256,0.00026852039960075256
about,832,1045,0.0021135848634807083,0.001846077747255174,0.00026750711622553435
more,475,832,0.0012066740506650679,0.0014697958714988562,0.00026312182083378837
contain,103,0,0.0002616577415126358,0.0,0.0002616577415126358
package,102,0,0.000259117375090183,0.0,0.000259117375090183
format,665,811,0.001689343670931095,0.0014326976583961205,0.0002566460125349745
q,101,0,0.00025657700866773024,0.0,0.00025657700866773024
crush,101,0,0.00025657700866773024,0.0,0.00025657700866773024
html,172,103,0.0004369430246618772,0.00018195790236103627,0.00025498512230084095
as,1078,1406,0.002738515003404091,0.0024838136963069614,0.0002547013070971298
flecks,100,0,0.00025403664224527743,0.0,0.00025403664224527743
identified,1127,1764,0.002862992958104277,0.003116249900629786,0.00025325694252550934
system,1030,1623,0.002616577415126358,0.002867161898368562,0.00025058448324220394
function,172,387,0.0004369430246618772,0.0006836670700361266,0.0002467240453742494
reveals,97,0,0.00024641554297791913,0.0,0.00024641554297791913
service,166,377,0.0004217008261271606,0.0006660012542729192,0.00024430042814575857
input,310,583,0.0007875135909603602,0.0010299170589949918,0.00024240346803463164
rsa,95,0,0.00024133481013301357,0.0,0.00024133481013301357
target,80,251,0.00020322931379622197,0.0004434119756565059,0.00024018266186028392
failed,1259,1946,0.003198321325868043,0.003437767747520161,0.0002394464216521181
within,93,0,0.00023625407728810805,0.0,0.00023625407728810805
program,0,133,0.0,0.00023495534965065849,0.00023495534965065849
stash,92,0,0.00023371371086565527,0.0,0.00023371371086565527
encoded,92,0,0.00023371371086565527,0.0,0.00023371371086565527
cz,92,0,0.00023371371086565527,0.0,0.00023371371086565527
template,91,0,0.0002311733444432025,0.0,0.0002311733444432025
host,89,258,0.00022609261159829694,0.00045577804669075104,0.0002296854350924541
implementation,0,130,0.0,0.00022965560492169628,0.00022965560492169628
let,799,1019,0.002029752771539767,0.0018001466262708345,0.00022960614526893255
admin,0,128,0.0,0.00022612244176905478,0.00022612244176905478
java,89,0,0.00022609261159829694,0.0,0.00022609261159829694
data,978,1534,0.0024844783611588134,0.002709936138076016,0.00022545777691720253
ciphertext,0,127,0.0,0.00022435586019273405,0.00022435586019273405
different,88,0,0.00022355224517584416,0.0,0.00022355224517584416
glibc,88,0,0.00022355224517584416,0.0,0.00022355224517584416
ld,88,0,0.00022355224517584416,0.0,0.00022355224517584416
available,88,0,0.00022355224517584416,0.0,0.00022355224517584416
provides,0,126,0.0,0.0002225892786164133,0.0002225892786164133
now,0,126,0.0,0.0002225892786164133,0.0002225892786164133
cipher,0,125,0.0,0.00022082269704009258,0.00022082269704009258
message,311,323,0.0007900539573828129,0.0005706058491515991,0.00021944810823121372
error,1392,2125,0.003536190060054262,0.003753985849681574,0.00021779578962731168
provided,133,314,0.000337868734186219,0.0005547066149647125,0.00021683788077849349
user,104,272,0.00026419810793508854,0.00048051018875924144,0.0002163120808241529
initial,0,122,0.0,0.00021552295231113034,0.00021552295231113034
php,0,122,0.0,0.00021552295231113034,0.00021552295231113034
n,1673,2527,0.004250033024763492,0.004464151643362511,0.00021411861859901935
aes,0,121,0.0,0.0002137563707348096,0.0002137563707348096
library,84,0,0.00021339077948603305,0.0,0.00021339077948603305
elf,84,0,0.00021339077948603305,0.0,0.00021339077948603305
custom,0,120,0.0,0.00021198978915848887,0.00021198978915848887
htb,83,0,0.0002108504130635803,0.0,0.0002108504130635803
directory,489,585,0.0012422391805794067,0.0010334502221476332,0.00020878895843177351
previous,82,0,0.00020831004664112753,0.0,0.00020831004664112753
encryption,90,247,0.00022863297802074972,0.0004363456493512229,0.00020771267133047318
